,Unnamed: 0,Criminal_ID,Age,Height,Hair_Color,NID
14888,14888,14889,39,171,Black,23
14889,14889,14890,51,170,Brown,23
14890,14890,14891,37,167,Brown,19
14891,14891,14892,30,185,Black,12
14892,14892,14893,30,179,Brown,20
14893,14893,14894,46,168,Green,3
14894,14894,14895,26,168,Brown,12
14895,14895,14896,27,186,Brown,20
14896,14896,14897,23,183,Brown,14
14897,14897,14898,23,179,Black,3
14898,14898,14899,47,171,Brown,4
14899,14899,14900,43,185,Black,22
14900,14900,14901,32,177,Green,15
14901,14901,14902,25,165,Brown,4
14902,14902,14903,54,181,Black,3
14903,14903,14904,49,181,Green,20
14904,14904,14905,21,181,Green,23
14905,14905,14906,18,167,Green,23
14906,14906,14907,48,170,Brown,23
14907,14907,14908,46,187,Black,5
14908,14908,14909,35,175,Black,10
14909,14909,14910,39,175,Green,13
14910,14910,14911,44,176,Brown,23
14911,14911,14912,39,184,Green,21
14912,14912,14913,54,165,Black,16
14913,14913,14914,30,167,Brown,16
14914,14914,14915,49,176,Black,11
14915,14915,14916,48,170,Brown,15
14916,14916,14917,21,178,Green,7
14917,14917,14918,49,181,Green,19
14918,14918,14919,32,171,Brown,13
14919,14919,14920,32,181,Green,5
14920,14920,14921,50,185,Brown,18
14921,14921,14922,49,183,Brown,10
14922,14922,14923,35,175,Black,21
14923,14923,14924,18,185,Black,9
14924,14924,14925,54,170,Brown,11
14925,14925,14926,38,175,Brown,14
14926,14926,14927,23,178,Brown,23
14927,14927,14928,51,182,Brown,16
14928,14928,14929,44,169,Brown,20
14929,14929,14930,27,167,Brown,11
14930,14930,14931,18,169,Black,8
14931,14931,14932,49,185,Green,13
14932,14932,14933,21,168,Black,16
14933,14933,14934,45,176,Green,9
14934,14934,14935,37,165,Black,6
14935,14935,14936,47,185,Brown,15
14936,14936,14937,40,183,Brown,15
14937,14937,14938,20,175,Black,17
14938,14938,14939,43,172,Brown,19
14939,14939,14940,32,181,Brown,18
14940,14940,14941,49,165,Green,12
14941,14941,14942,47,182,Green,15
14942,14942,14943,43,171,Brown,6
14943,14943,14944,18,182,Green,12
14944,14944,14945,49,168,Brown,11
14945,14945,14946,29,182,Black,18
14946,14946,14947,38,167,Green,22
14947,14947,14948,54,181,Green,6
14948,14948,14949,38,174,Brown,23
14949,14949,14950,37,175,Black,23
14950,14950,14951,35,165,Green,23
14951,14951,14952,54,177,Black,4
14952,14952,14953,18,187,Brown,22
14953,14953,14954,28,169,Brown,15
14954,14954,14955,48,165,Brown,23
14955,14955,14956,32,180,Green,19
14956,14956,14957,50,172,Brown,13
14957,14957,14958,32,165,Green,18
14958,14958,14959,31,186,Brown,8
14959,14959,14960,29,170,Green,15
14960,14960,14961,31,173,Green,10
14961,14961,14962,19,187,Brown,12
14962,14962,14963,29,176,Brown,11
14963,14963,14964,31,175,Green,11
14964,14964,14965,39,167,Green,18
14965,14965,14966,19,187,Brown,12
14966,14966,14967,27,171,Green,3
14967,14967,14968,43,167,Black,12
14968,14968,14969,44,183,Brown,6
14969,14969,14970,40,176,Green,22
14970,14970,14971,44,174,Brown,10
14971,14971,14972,27,168,Brown,5
14972,14972,14973,34,170,Green,3
14973,14973,14974,47,166,Black,23
14974,14974,14975,32,173,Black,8
14975,14975,14976,28,176,Green,5
14976,14976,14977,36,183,Brown,14
14977,14977,14978,41,174,Brown,9
14978,14978,14979,45,168,Black,6
14979,14979,14980,40,176,Green,23
14980,14980,14981,19,180,Black,14
14981,14981,14982,34,179,Black,23
14982,14982,14983,28,175,Brown,5
14983,14983,14984,45,177,Black,19
14984,14984,14985,21,165,Black,23
14985,14985,14986,34,181,Brown,11
14986,14986,14987,49,185,Green,23
14987,14987,14988,22,183,Green,6
14988,14988,14989,40,179,Green,16
14989,14989,14990,53,169,Brown,23
14990,14990,14991,45,167,Brown,3
14991,14991,14992,35,165,Green,18
14992,14992,14993,36,168,Brown,23
14993,14993,14994,25,181,Green,20
14994,14994,14995,32,166,Green,19
14995,14995,14996,21,168,Brown,23
14996,14996,14997,34,185,Black,4
14997,14997,14998,34,186,Black,20
14998,14998,14999,27,177,Brown,6
14999,14999,15000,25,174,Brown,11
15000,15000,15001,53,181,Brown,20
15001,15001,15002,37,182,Green,22
15002,15002,15003,21,165,Brown,10
15003,15003,15004,40,185,Green,3
15004,15004,15005,18,165,Green,21
15005,15005,15006,32,179,Brown,5
15006,15006,15007,49,186,Black,4
15007,15007,15008,53,176,Green,23
15008,15008,15009,33,170,Black,18
15009,15009,15010,36,167,Brown,4
15010,15010,15011,20,170,Brown,7
15011,15011,15012,44,165,Black,11
15012,15012,15013,38,166,Green,23
15013,15013,15014,35,182,Green,19
15014,15014,15015,31,185,Brown,22
15015,15015,15016,30,177,Brown,9
15016,15016,15017,51,179,Green,22
15017,15017,15018,30,169,Black,17
15018,15018,15019,18,184,Green,17
15019,15019,15020,30,167,Brown,12
15020,15020,15021,31,169,Brown,20
15021,15021,15022,47,178,Brown,17
15022,15022,15023,31,186,Green,5
15023,15023,15024,21,178,Brown,17
15024,15024,15025,51,179,Brown,17
15025,15025,15026,35,165,Black,15
15026,15026,15027,22,170,Green,5
15027,15027,15028,39,166,Green,19
15028,15028,15029,37,178,Black,15
15029,15029,15030,36,173,Green,19
15030,15030,15031,21,181,Green,22
15031,15031,15032,36,171,Brown,15
15032,15032,15033,26,186,Green,11
15033,15033,15034,38,181,Brown,23
15034,15034,15035,23,181,Brown,19
15035,15035,15036,25,179,Green,4
15036,15036,15037,34,180,Brown,6
15037,15037,15038,42,165,Black,12
15038,15038,15039,21,180,Brown,23
15039,15039,15040,54,178,Brown,17
15040,15040,15041,46,176,Black,19
15041,15041,15042,23,167,Brown,19
15042,15042,15043,23,184,Brown,9
15043,15043,15044,27,170,Brown,7
15044,15044,15045,47,168,Brown,17
15045,15045,15046,20,174,Green,3
15046,15046,15047,39,181,Green,23
15047,15047,15048,46,181,Green,4
15048,15048,15049,51,173,Brown,19
15049,15049,15050,20,168,Green,18
15050,15050,15051,45,184,Green,23
15051,15051,15052,48,167,Black,6
15052,15052,15053,31,182,Brown,11
15053,15053,15054,51,174,Green,20
15054,15054,15055,49,171,Green,3
15055,15055,15056,33,171,Brown,23
15056,15056,15057,43,178,Green,21
15057,15057,15058,19,178,Green,11
15058,15058,15059,34,187,Green,14
15059,15059,15060,40,180,Brown,9
15060,15060,15061,31,186,Brown,16
15061,15061,15062,29,170,Black,11
15062,15062,15063,44,183,Black,10
15063,15063,15064,23,169,Brown,11
15064,15064,15065,47,174,Green,15
15065,15065,15066,42,167,Green,14
15066,15066,15067,25,180,Brown,23
15067,15067,15068,37,181,Green,16
15068,15068,15069,21,168,Green,13
15069,15069,15070,52,168,Green,13
15070,15070,15071,31,175,Brown,3
15071,15071,15072,50,174,Brown,12
15072,15072,15073,32,167,Black,20
15073,15073,15074,36,183,Black,19
15074,15074,15075,44,178,Black,17
15075,15075,15076,34,170,Black,22
15076,15076,15077,45,177,Brown,4
15077,15077,15078,41,171,Green,23
15078,15078,15079,20,173,Green,23
15079,15079,15080,37,171,Green,6
15080,15080,15081,24,170,Green,9
15081,15081,15082,22,168,Black,12
15082,15082,15083,48,172,Brown,9
15083,15083,15084,43,176,Brown,9
15084,15084,15085,23,176,Brown,4
15085,15085,15086,47,169,Green,18
15086,15086,15087,24,177,Green,23
15087,15087,15088,30,177,Brown,5
15088,15088,15089,37,172,Brown,11
15089,15089,15090,33,184,Brown,8
15090,15090,15091,41,168,Green,21
15091,15091,15092,38,169,Brown,3
15092,15092,15093,34,169,Green,15
15093,15093,15094,35,181,Green,8
15094,15094,15095,33,171,Green,21
15095,15095,15096,48,181,Brown,14
15096,15096,15097,46,170,Black,4
15097,15097,15098,48,176,Brown,12
15098,15098,15099,53,185,Black,10
15099,15099,15100,53,176,Green,3
15100,15100,15101,47,174,Black,12
15101,15101,15102,41,167,Brown,3
15102,15102,15103,22,177,Brown,23
15103,15103,15104,54,166,Brown,3
15104,15104,15105,53,171,Black,5
15105,15105,15106,43,186,Black,5
15106,15106,15107,33,167,Green,15
15107,15107,15108,45,169,Brown,4
15108,15108,15109,26,181,Brown,15
15109,15109,15110,22,169,Green,3
15110,15110,15111,48,187,Black,17
15111,15111,15112,39,181,Black,15
15112,15112,15113,36,184,Green,3
15113,15113,15114,26,181,Brown,23
15114,15114,15115,43,171,Black,20
15115,15115,15116,35,186,Black,9
15116,15116,15117,31,165,Black,21
15117,15117,15118,39,187,Green,16
15118,15118,15119,48,185,Brown,5
15119,15119,15120,52,185,Brown,8
15120,15120,15121,26,176,Black,12
15121,15121,15122,54,171,Black,9
15122,15122,15123,46,172,Green,4
15123,15123,15124,30,166,Brown,20
15124,15124,15125,40,183,Brown,18
15125,15125,15126,49,166,Green,13
15126,15126,15127,29,186,Brown,15
15127,15127,15128,52,184,Brown,17
15128,15128,15129,29,165,Green,18
15129,15129,15130,38,178,Brown,6
15130,15130,15131,51,178,Green,13
15131,15131,15132,27,169,Brown,11
15132,15132,15133,30,178,Green,11
15133,15133,15134,24,187,Green,17
15134,15134,15135,28,174,Black,4
15135,15135,15136,18,185,Brown,10
15136,15136,15137,49,167,Green,22
15137,15137,15138,26,172,Black,12
15138,15138,15139,18,184,Black,21
15139,15139,15140,43,184,Brown,4
15140,15140,15141,24,165,Green,16
15141,15141,15142,42,183,Green,23
15142,15142,15143,48,173,Brown,15
15143,15143,15144,26,184,Green,10
15144,15144,15145,27,184,Green,5
15145,15145,15146,25,187,Black,3
15146,15146,15147,48,185,Green,22
15147,15147,15148,26,166,Black,22
15148,15148,15149,26,174,Green,3
15149,15149,15150,46,175,Black,22
15150,15150,15151,38,187,Green,17
15151,15151,15152,37,177,Brown,9
15152,15152,15153,42,183,Green,23
15153,15153,15154,22,178,Green,19
15154,15154,15155,53,165,Black,17
15155,15155,15156,19,171,Brown,7
15156,15156,15157,29,175,Black,22
15157,15157,15158,41,179,Green,20
15158,15158,15159,25,187,Brown,13
15159,15159,15160,39,172,Brown,22
15160,15160,15161,49,185,Brown,22
15161,15161,15162,21,170,Black,19
15162,15162,15163,48,168,Green,6
15163,15163,15164,39,185,Green,23
15164,15164,15165,20,187,Black,23
15165,15165,15166,28,168,Brown,16
15166,15166,15167,44,185,Green,10
15167,15167,15168,51,174,Green,23
15168,15168,15169,31,182,Green,3
15169,15169,15170,38,165,Green,5
15170,15170,15171,54,180,Black,9
15171,15171,15172,49,173,Green,23
15172,15172,15173,20,185,Brown,21
15173,15173,15174,18,174,Brown,15
15174,15174,15175,21,168,Green,10
15175,15175,15176,37,187,Green,23
15176,15176,15177,47,183,Green,11
15177,15177,15178,36,171,Brown,11
15178,15178,15179,51,181,Green,19
15179,15179,15180,51,170,Green,10
15180,15180,15181,51,171,Brown,13
15181,15181,15182,32,176,Black,23
15182,15182,15183,40,172,Green,5
15183,15183,15184,31,170,Brown,23
15184,15184,15185,36,187,Black,17
15185,15185,15186,41,175,Black,8
15186,15186,15187,53,177,Green,19
15187,15187,15188,50,166,Black,17
15188,15188,15189,36,187,Green,6
15189,15189,15190,22,182,Green,9
15190,15190,15191,28,177,Brown,19
15191,15191,15192,19,176,Brown,19
15192,15192,15193,33,166,Black,18
15193,15193,15194,49,185,Green,10
15194,15194,15195,19,186,Black,17
15195,15195,15196,28,177,Black,22
15196,15196,15197,31,180,Black,21
15197,15197,15198,30,174,Black,6
15198,15198,15199,50,175,Brown,10
15199,15199,15200,42,170,Brown,5
15200,15200,15201,52,176,Brown,13
15201,15201,15202,21,180,Green,8
15202,15202,15203,28,165,Brown,10
15203,15203,15204,49,165,Brown,23
15204,15204,15205,30,169,Green,3
15205,15205,15206,42,183,Black,16
15206,15206,15207,24,186,Black,14
15207,15207,15208,51,182,Green,7
15208,15208,15209,26,184,Green,14
15209,15209,15210,28,175,Black,23
15210,15210,15211,20,187,Green,9
15211,15211,15212,28,172,Green,20
15212,15212,15213,53,165,Brown,5
15213,15213,15214,51,173,Brown,18
15214,15214,15215,33,169,Green,23
15215,15215,15216,29,179,Brown,19
15216,15216,15217,53,183,Green,12
15217,15217,15218,35,173,Green,20
15218,15218,15219,41,170,Brown,23
15219,15219,15220,34,185,Black,22
15220,15220,15221,39,182,Green,12
15221,15221,15222,45,175,Green,4
15222,15222,15223,34,176,Brown,3
15223,15223,15224,25,166,Green,4
15224,15224,15225,51,172,Black,23
15225,15225,15226,27,177,Green,6
15226,15226,15227,26,171,Black,10
15227,15227,15228,18,165,Black,5
15228,15228,15229,38,183,Black,6
15229,15229,15230,42,177,Green,9
15230,15230,15231,21,178,Brown,6
15231,15231,15232,43,185,Brown,18
15232,15232,15233,21,178,Black,19
15233,15233,15234,25,165,Brown,23
15234,15234,15235,23,171,Green,19
15235,15235,15236,34,166,Brown,11
15236,15236,15237,18,171,Brown,21
15237,15237,15238,44,180,Green,8
15238,15238,15239,40,172,Brown,6
15239,15239,15240,50,187,Green,20
15240,15240,15241,48,179,Black,10
15241,15241,15242,22,178,Brown,8
15242,15242,15243,28,186,Brown,4
15243,15243,15244,46,168,Black,18
15244,15244,15245,18,176,Green,20
15245,15245,15246,40,185,Black,23
15246,15246,15247,23,176,Green,11
15247,15247,15248,46,177,Green,3
15248,15248,15249,34,177,Brown,7
15249,15249,15250,34,169,Brown,4
15250,15250,15251,24,171,Black,23
15251,15251,15252,37,168,Black,23
15252,15252,15253,53,185,Brown,10
15253,15253,15254,52,183,Brown,22
15254,15254,15255,29,179,Black,4
15255,15255,15256,43,174,Green,8
15256,15256,15257,34,183,Brown,5
15257,15257,15258,27,181,Black,9
15258,15258,15259,37,177,Black,3
15259,15259,15260,43,178,Green,14
15260,15260,15261,31,170,Green,16
15261,15261,15262,37,176,Green,10
15262,15262,15263,39,166,Brown,7
15263,15263,15264,26,178,Brown,9
15264,15264,15265,26,183,Black,6
15265,15265,15266,43,165,Brown,5
15266,15266,15267,28,171,Black,23
15267,15267,15268,44,182,Brown,22
15268,15268,15269,50,166,Black,20
15269,15269,15270,33,171,Brown,18
15270,15270,15271,31,171,Black,9
15271,15271,15272,21,173,Green,22
15272,15272,15273,30,178,Green,8
15273,15273,15274,34,176,Black,15
15274,15274,15275,28,181,Green,13
15275,15275,15276,40,184,Green,8
15276,15276,15277,48,173,Brown,23
15277,15277,15278,21,174,Brown,23
15278,15278,15279,18,165,Green,23
15279,15279,15280,28,165,Black,10
15280,15280,15281,33,169,Green,17
15281,15281,15282,32,178,Green,21
15282,15282,15283,54,168,Green,11
15283,15283,15284,38,181,Green,19
15284,15284,15285,37,177,Black,7
15285,15285,15286,44,173,Green,5
15286,15286,15287,52,184,Green,23
15287,15287,15288,22,181,Green,12
15288,15288,15289,45,176,Green,8
15289,15289,15290,33,165,Black,5
15290,15290,15291,50,181,Black,11
15291,15291,15292,38,182,Black,4
15292,15292,15293,24,168,Green,21
15293,15293,15294,41,177,Black,8
15294,15294,15295,20,167,Green,12
15295,15295,15296,33,185,Green,13
15296,15296,15297,46,174,Black,17
15297,15297,15298,24,187,Brown,17
15298,15298,15299,36,165,Green,23
15299,15299,15300,47,170,Brown,23
15300,15300,15301,49,173,Green,6
15301,15301,15302,52,175,Black,9
15302,15302,15303,52,171,Green,11
15303,15303,15304,52,178,Black,18
15304,15304,15305,51,180,Brown,18
15305,15305,15306,45,187,Green,10
15306,15306,15307,41,186,Black,21
15307,15307,15308,23,178,Green,6
15308,15308,15309,27,185,Green,12
15309,15309,15310,18,174,Green,23
15310,15310,15311,32,167,Brown,17
15311,15311,15312,26,177,Black,22
15312,15312,15313,28,168,Green,3
15313,15313,15314,46,174,Black,9
15314,15314,15315,45,167,Brown,13
15315,15315,15316,54,183,Brown,17
15316,15316,15317,48,169,Green,4
15317,15317,15318,49,179,Brown,9
15318,15318,15319,25,167,Green,23
15319,15319,15320,45,185,Brown,12
15320,15320,15321,47,180,Brown,12
15321,15321,15322,30,181,Black,23
15322,15322,15323,41,187,Black,13
15323,15323,15324,42,171,Brown,23
15324,15324,15325,38,186,Black,23
15325,15325,15326,39,185,Brown,23
15326,15326,15327,40,171,Black,9
15327,15327,15328,28,171,Brown,12
15328,15328,15329,50,167,Brown,22
15329,15329,15330,52,174,Green,20
15330,15330,15331,42,186,Black,21
15331,15331,15332,35,170,Brown,7
15332,15332,15333,35,176,Brown,16
15333,15333,15334,27,178,Green,16
15334,15334,15335,42,185,Green,13
15335,15335,15336,47,168,Brown,23
15336,15336,15337,30,178,Brown,18
15337,15337,15338,30,174,Green,13
15338,15338,15339,45,178,Black,15
15339,15339,15340,26,170,Black,10
15340,15340,15341,33,174,Black,6
15341,15341,15342,45,165,Black,10
15342,15342,15343,54,165,Brown,11
15343,15343,15344,22,176,Green,18
15344,15344,15345,20,170,Black,23
15345,15345,15346,27,168,Black,20
15346,15346,15347,37,171,Green,14
15347,15347,15348,22,182,Green,20
15348,15348,15349,51,179,Green,4
15349,15349,15350,51,176,Green,22
15350,15350,15351,35,178,Brown,23
15351,15351,15352,41,174,Black,23
15352,15352,15353,52,172,Brown,23
15353,15353,15354,49,171,Black,21
15354,15354,15355,44,180,Green,13
15355,15355,15356,50,183,Green,22
15356,15356,15357,48,183,Brown,6
15357,15357,15358,46,183,Brown,15
15358,15358,15359,52,184,Green,4
15359,15359,15360,34,187,Green,14
15360,15360,15361,35,179,Brown,19
15361,15361,15362,24,182,Brown,5
15362,15362,15363,31,180,Black,22
15363,15363,15364,39,187,Black,9
15364,15364,15365,24,180,Green,23
15365,15365,15366,30,183,Brown,9
15366,15366,15367,52,169,Black,14
15367,15367,15368,25,183,Green,15
15368,15368,15369,35,170,Black,7
15369,15369,15370,30,184,Black,10
15370,15370,15371,34,175,Green,14
15371,15371,15372,29,185,Brown,22
15372,15372,15373,35,173,Brown,14
15373,15373,15374,48,177,Brown,16
15374,15374,15375,26,179,Green,11
15375,15375,15376,32,165,Green,3
15376,15376,15377,36,165,Green,23
15377,15377,15378,53,168,Black,10
15378,15378,15379,46,168,Green,23
15379,15379,15380,49,183,Brown,16
15380,15380,15381,32,177,Green,18
15381,15381,15382,49,183,Black,10
15382,15382,15383,41,182,Black,13
15383,15383,15384,46,169,Green,14
15384,15384,15385,20,185,Green,3
15385,15385,15386,40,165,Black,20
15386,15386,15387,22,170,Black,6
15387,15387,15388,25,170,Black,16
15388,15388,15389,41,177,Brown,22
15389,15389,15390,50,171,Black,19
15390,15390,15391,43,183,Black,23
15391,15391,15392,18,183,Green,18
15392,15392,15393,40,186,Green,23
15393,15393,15394,29,187,Green,10
15394,15394,15395,54,172,Black,22
15395,15395,15396,19,168,Green,3
15396,15396,15397,31,182,Brown,13
15397,15397,15398,37,184,Brown,21
15398,15398,15399,54,177,Green,20
15399,15399,15400,18,171,Brown,5
15400,15400,15401,26,184,Brown,14
15401,15401,15402,22,176,Green,3
15402,15402,15403,39,183,Green,14
15403,15403,15404,42,174,Black,21
15404,15404,15405,30,174,Brown,23
15405,15405,15406,45,167,Brown,23
15406,15406,15407,35,168,Brown,12
15407,15407,15408,44,185,Brown,17
15408,15408,15409,32,172,Black,15
15409,15409,15410,37,165,Green,22
15410,15410,15411,31,176,Black,20
15411,15411,15412,43,184,Black,22
15412,15412,15413,42,179,Brown,21
15413,15413,15414,24,174,Brown,23
15414,15414,15415,50,179,Brown,3
15415,15415,15416,34,171,Green,11
15416,15416,15417,36,166,Black,13
15417,15417,15418,49,171,Green,21
15418,15418,15419,36,166,Green,12
15419,15419,15420,31,179,Green,15
15420,15420,15421,41,176,Green,14
15421,15421,15422,39,176,Brown,23
15422,15422,15423,30,178,Black,18
15423,15423,15424,41,174,Green,4
15424,15424,15425,36,177,Brown,23
15425,15425,15426,21,179,Brown,7
15426,15426,15427,26,176,Black,19
15427,15427,15428,41,178,Brown,15
15428,15428,15429,37,182,Brown,6
15429,15429,15430,46,180,Brown,23
15430,15430,15431,39,173,Black,12
15431,15431,15432,33,168,Black,14
15432,15432,15433,30,173,Black,12
15433,15433,15434,53,171,Brown,5
15434,15434,15435,39,170,Green,16
15435,15435,15436,53,176,Black,3
15436,15436,15437,23,173,Brown,19
15437,15437,15438,46,186,Black,20
15438,15438,15439,36,166,Black,7
15439,15439,15440,43,166,Green,23
15440,15440,15441,26,170,Green,6
15441,15441,15442,44,172,Black,19
15442,15442,15443,32,185,Black,4
15443,15443,15444,43,184,Brown,3
15444,15444,15445,32,177,Green,14
15445,15445,15446,50,176,Green,14
15446,15446,15447,32,166,Black,22
15447,15447,15448,31,170,Black,19
15448,15448,15449,52,182,Green,19
15449,15449,15450,43,181,Green,12
15450,15450,15451,34,169,Brown,7
15451,15451,15452,53,181,Black,12
15452,15452,15453,46,186,Brown,5
15453,15453,15454,38,187,Black,23
15454,15454,15455,22,166,Green,3
15455,15455,15456,19,171,Brown,12
15456,15456,15457,33,187,Green,13
15457,15457,15458,24,175,Brown,7
15458,15458,15459,40,179,Black,21
15459,15459,15460,33,182,Brown,10
15460,15460,15461,45,175,Black,7
15461,15461,15462,21,167,Brown,15
15462,15462,15463,27,173,Black,7
15463,15463,15464,47,169,Brown,15
15464,15464,15465,20,178,Black,15
15465,15465,15466,50,166,Brown,10
15466,15466,15467,37,167,Brown,10
15467,15467,15468,46,175,Green,22
15468,15468,15469,30,181,Brown,23
15469,15469,15470,36,186,Black,15
15470,15470,15471,50,183,Black,23
15471,15471,15472,44,168,Black,6
15472,15472,15473,25,167,Brown,7
15473,15473,15474,25,181,Green,23
15474,15474,15475,30,172,Brown,23
15475,15475,15476,25,175,Black,23
15476,15476,15477,27,176,Green,18
15477,15477,15478,21,184,Brown,6
15478,15478,15479,26,187,Green,6
15479,15479,15480,25,182,Brown,23
15480,15480,15481,39,169,Brown,13
15481,15481,15482,50,183,Green,18
15482,15482,15483,40,177,Green,20
15483,15483,15484,41,172,Green,8
15484,15484,15485,39,185,Green,15
15485,15485,15486,36,184,Brown,18
15486,15486,15487,27,175,Green,8
15487,15487,15488,27,176,Black,9
15488,15488,15489,36,167,Green,16
15489,15489,15490,43,172,Brown,6
15490,15490,15491,50,186,Brown,23
15491,15491,15492,44,179,Brown,4
15492,15492,15493,22,168,Brown,8
15493,15493,15494,22,175,Black,15
15494,15494,15495,54,175,Green,18
15495,15495,15496,46,182,Green,20
15496,15496,15497,37,179,Black,11
15497,15497,15498,33,176,Brown,23
15498,15498,15499,39,179,Black,12
15499,15499,15500,38,184,Black,3
15500,15500,15501,42,183,Green,10
15501,15501,15502,33,177,Green,11
15502,15502,15503,26,182,Black,6
15503,15503,15504,46,184,Black,10
15504,15504,15505,53,167,Black,23
15505,15505,15506,50,182,Black,20
15506,15506,15507,51,182,Brown,10
15507,15507,15508,45,170,Brown,20
15508,15508,15509,25,167,Brown,17
15509,15509,15510,46,168,Black,6
15510,15510,15511,46,170,Green,20
15511,15511,15512,44,185,Black,23
15512,15512,15513,19,178,Green,12
15513,15513,15514,48,171,Green,19
15514,15514,15515,24,183,Black,13
15515,15515,15516,33,175,Black,19
15516,15516,15517,31,182,Black,19
15517,15517,15518,22,185,Brown,22
15518,15518,15519,53,166,Brown,22
15519,15519,15520,25,180,Green,22
15520,15520,15521,28,174,Brown,11
15521,15521,15522,29,166,Black,5
15522,15522,15523,51,173,Black,16
15523,15523,15524,40,180,Black,7
15524,15524,15525,25,177,Green,15
15525,15525,15526,45,185,Black,18
15526,15526,15527,31,177,Brown,10
15527,15527,15528,32,172,Brown,15
15528,15528,15529,35,174,Green,20
15529,15529,15530,19,165,Black,12
15530,15530,15531,53,187,Brown,3
15531,15531,15532,25,174,Brown,15
15532,15532,15533,44,187,Green,12
15533,15533,15534,42,167,Brown,15
15534,15534,15535,25,167,Black,6
15535,15535,15536,31,171,Green,8
15536,15536,15537,27,175,Black,13
15537,15537,15538,40,165,Green,11
15538,15538,15539,44,180,Brown,20
15539,15539,15540,46,183,Brown,7
15540,15540,15541,39,182,Green,8
15541,15541,15542,24,167,Brown,8
15542,15542,15543,22,180,Green,6
15543,15543,15544,38,179,Black,3
15544,15544,15545,19,178,Brown,4
15545,15545,15546,28,187,Green,5
15546,15546,15547,20,187,Black,4
15547,15547,15548,26,185,Black,23
15548,15548,15549,41,169,Green,23
15549,15549,15550,21,171,Black,11
15550,15550,15551,37,174,Brown,13
15551,15551,15552,20,182,Black,13
15552,15552,15553,42,169,Brown,23
15553,15553,15554,35,180,Green,18
15554,15554,15555,18,170,Brown,22
15555,15555,15556,38,173,Black,13
15556,15556,15557,43,174,Black,13
15557,15557,15558,36,168,Black,13
15558,15558,15559,29,176,Black,13
15559,15559,15560,50,172,Green,17
15560,15560,15561,22,175,Brown,3
15561,15561,15562,33,166,Brown,12
15562,15562,15563,42,172,Green,11
15563,15563,15564,29,180,Brown,21
15564,15564,15565,47,179,Green,5
15565,15565,15566,32,178,Black,17
15566,15566,15567,41,173,Green,5
15567,15567,15568,35,177,Green,16
15568,15568,15569,48,178,Brown,15
15569,15569,15570,29,173,Brown,23
15570,15570,15571,31,185,Black,23
15571,15571,15572,54,178,Black,22
15572,15572,15573,31,166,Green,12
15573,15573,15574,51,184,Green,19
15574,15574,15575,38,167,Green,20
15575,15575,15576,42,177,Black,21
15576,15576,15577,33,168,Black,23
15577,15577,15578,44,185,Green,23
15578,15578,15579,32,170,Black,14
15579,15579,15580,31,170,Black,8
15580,15580,15581,24,171,Brown,13
15581,15581,15582,43,174,Brown,21
15582,15582,15583,27,171,Green,12
15583,15583,15584,29,172,Brown,9
15584,15584,15585,54,171,Black,16
15585,15585,15586,25,180,Black,7
15586,15586,15587,24,168,Brown,16
15587,15587,15588,29,173,Green,17
15588,15588,15589,45,174,Green,18
15589,15589,15590,43,166,Brown,19
15590,15590,15591,40,181,Green,19
15591,15591,15592,21,172,Brown,18
15592,15592,15593,50,177,Brown,16
15593,15593,15594,44,186,Brown,3
15594,15594,15595,31,178,Black,5
15595,15595,15596,48,167,Green,11
15596,15596,15597,51,172,Green,12
15597,15597,15598,28,170,Black,20
15598,15598,15599,23,187,Brown,21
15599,15599,15600,35,170,Black,5
15600,15600,15601,21,177,Brown,20
15601,15601,15602,51,175,Green,4
15602,15602,15603,52,170,Black,3
15603,15603,15604,35,167,Green,14
15604,15604,15605,29,180,Green,17
15605,15605,15606,48,165,Green,6
15606,15606,15607,41,173,Green,20
15607,15607,15608,51,183,Black,23
15608,15608,15609,26,167,Green,23
15609,15609,15610,51,173,Green,19
15610,15610,15611,25,184,Green,9
15611,15611,15612,46,178,Green,16
15612,15612,15613,25,187,Green,10
15613,15613,15614,34,174,Brown,14
15614,15614,15615,26,175,Black,19
15615,15615,15616,46,178,Brown,14
15616,15616,15617,27,168,Black,9
15617,15617,15618,36,178,Brown,5
15618,15618,15619,42,182,Brown,23
15619,15619,15620,53,175,Green,15
15620,15620,15621,47,167,Black,20
15621,15621,15622,18,185,Black,19
15622,15622,15623,38,179,Black,15
15623,15623,15624,54,178,Green,23
15624,15624,15625,27,179,Black,6
15625,15625,15626,50,182,Brown,5
15626,15626,15627,52,186,Green,23
15627,15627,15628,41,172,Green,16
15628,15628,15629,50,182,Brown,3
15629,15629,15630,18,174,Green,19
15630,15630,15631,27,165,Brown,13
15631,15631,15632,47,184,Brown,22
15632,15632,15633,24,167,Black,23
15633,15633,15634,24,170,Brown,16
15634,15634,15635,27,174,Brown,17
15635,15635,15636,45,187,Brown,4
15636,15636,15637,48,183,Brown,23
15637,15637,15638,51,176,Green,23
15638,15638,15639,20,168,Green,22
15639,15639,15640,45,168,Green,7
15640,15640,15641,41,181,Black,23
15641,15641,15642,45,167,Brown,14
15642,15642,15643,42,175,Black,5
15643,15643,15644,32,173,Brown,23
15644,15644,15645,37,170,Brown,10
15645,15645,15646,36,175,Green,19
15646,15646,15647,25,165,Brown,23
15647,15647,15648,34,183,Brown,18
