,Crime_ID,Criminal_ID
23258,23258,13537
23259,23259,21228
23260,23260,1677
23261,23261,22793
23263,23263,23662
23264,23264,15854
23266,23266,22019
23267,23267,6324
23268,23268,16555
23269,23269,7094
23270,23270,14043
23271,23271,20233
23272,23272,20801
23273,23273,5774
23274,23274,20452
23275,23275,14302
23276,23276,24015
23277,23277,18355
23278,23278,8738
23280,23280,14241
23281,23281,22922
23282,23282,17141
23283,23283,10189
23284,23284,12586
23285,23285,15356
23286,23286,16508
23287,23287,7978
23288,23288,8251
23289,23289,6737
23290,23290,4224
23291,23291,16505
23292,23292,8229
23294,23294,18864
23295,23295,2176
23296,23296,5288
23297,23297,19604
23298,23298,9862
23299,23299,1369
23300,23300,1213
23301,23301,15539
23302,23302,9252
23304,23304,7049
23305,23305,18086
23306,23306,17418
23308,23308,6978
23309,23309,6619
23310,23310,3344
23311,23311,18288
23312,23312,17410
23313,23313,18981
23315,23315,698
23318,23318,932
23319,23319,8811
23322,23322,21306
23324,23324,24841
23327,23327,18071
23328,23328,106
23329,23329,20785
23330,23330,1736
23331,23331,21897
23333,23333,11252
23334,23334,2304
23335,23335,4764
23336,23336,3754
23338,23338,23397
23341,23341,20717
23343,23343,13208
23347,23347,11667
23348,23348,8424
23349,23349,24152
23350,23350,8068
23353,23353,588
23354,23354,10897
23359,23359,21863
23360,23360,14577
23361,23361,7918
23362,23362,12524
23364,23364,23204
23365,23365,866
23366,23366,21519
23367,23367,20209
23368,23368,16236
23369,23369,15230
23370,23370,19888
23371,23371,21398
23372,23372,8714
23374,23374,21644
23375,23375,19370
23377,23377,8404
23378,23378,24328
23380,23380,10909
23381,23381,6386
23382,23382,24212
23383,23383,21888
23384,23384,9355
23385,23385,12945
23386,23386,13925
23387,23387,17051
23390,23390,24424
23391,23391,24331
23392,23392,9889
23393,23393,17882
23394,23394,7624
23396,23396,864
23397,23397,5845
23403,23403,12999
23405,23405,8669
23406,23406,12270
23407,23407,24975
23410,23410,19750
23411,23411,9601
23412,23412,13786
23413,23413,957
23415,23415,11515
23417,23417,16690
23424,23424,16059
23431,23431,16965
23433,23433,9190
23435,23435,24657
23442,23442,10075
23445,23445,23527
23449,23449,18079
23450,23450,7847
23451,23451,11566
23453,23453,22862
23455,23455,791
23456,23456,21158
23457,23457,18512
23458,23458,9860
23459,23459,411
23462,23462,4309
23464,23464,23834
23466,23466,13985
23467,23467,2558
23468,23468,22933
23477,23477,7612
23480,23480,1720
23481,23481,22619
23482,23482,20991
23483,23483,19718
23487,23487,1511
23488,23488,8247
23490,23490,620
23491,23491,20952
23492,23492,8185
23493,23493,4716
23494,23494,6650
23497,23497,955
23498,23498,4864
23500,23500,7603
23501,23501,9739
23503,23503,6941
23505,23505,14696
23506,23506,20357
23507,23507,17785
23508,23508,6488
23513,23513,6899
23514,23514,8777
23515,23515,23249
23516,23516,10892
23517,23517,10332
23519,23519,9139
23520,23520,12358
23521,23521,19478
23522,23522,21130
23523,23523,20989
23525,23525,16809
23527,23527,12740
23528,23528,6599
23529,23529,24720
23530,23530,19356
23531,23531,15430
23532,23532,12503
23533,23533,16470
23534,23534,14148
23535,23535,3098
23536,23536,19707
23537,23537,19266
23538,23538,17395
23542,23542,268
23544,23544,21727
23546,23546,6916
23547,23547,4466
23552,23552,10731
23553,23553,4937
23554,23554,4148
23555,23555,10768
23558,23558,4077
23559,23559,14192
23561,23561,8597
23562,23562,2978
23563,23563,964
23564,23564,7462
23565,23565,22531
23566,23566,11847
23567,23567,20001
23571,23571,11733
23573,23573,5376
23574,23574,18093
23575,23575,12059
23576,23576,4171
23577,23577,13370
23578,23578,2006
23579,23579,12426
23580,23580,16597
23582,23582,14469
23583,23583,23361
23584,23584,17982
23586,23586,6946
23587,23587,19576
23589,23589,15250
23590,23590,6869
23591,23591,2522
23592,23592,10251
23597,23597,1935
23599,23599,1909
23600,23600,7163
23602,23602,17855
23603,23603,5432
23606,23606,8122
23607,23607,4248
23608,23608,22842
23609,23609,20040
23610,23610,22124
23612,23612,775
23615,23615,148
23616,23616,22568
23617,23617,2632
23618,23618,15126
23619,23619,18701
23620,23620,15700
23622,23622,4022
23624,23624,12090
23625,23625,1846
23629,23629,21378
23631,23631,5471
23632,23632,11652
23633,23633,5950
23634,23634,15508
23635,23635,10150
23636,23636,19946
23637,23637,12111
23638,23638,12825
23642,23642,885
23643,23643,8782
23645,23645,12445
23649,23649,20219
23653,23653,18718
23654,23654,21718
23657,23657,15628
23660,23660,22688
23664,23664,4617
23669,23669,9510
23671,23671,3357
23672,23672,357
23673,23673,12556
23674,23674,10398
23675,23675,7094
23676,23676,4211
23677,23677,21531
23680,23680,11483
23681,23681,2739
23684,23684,1634
23686,23686,17751
23687,23687,23139
23688,23688,19919
23693,23693,19526
23694,23694,10118
23696,23696,19229
23698,23698,4925
23699,23699,2756
23700,23700,22991
23701,23701,2962
23702,23702,12577
23703,23703,18914
23704,23704,23052
23705,23705,22705
23706,23706,10291
23707,23707,24322
23708,23708,15190
23709,23709,6498
23712,23712,597
23715,23715,20949
23716,23716,19626
23717,23717,11497
23718,23718,3141
23719,23719,23190
23720,23720,2949
23721,23721,9607
23722,23722,3351
23723,23723,6460
23724,23724,19710
23725,23725,12387
23726,23726,15223
23727,23727,1031
23728,23728,14250
23729,23729,6109
23730,23730,10190
23731,23731,22727
23734,23734,5669
23736,23736,22316
23739,23739,2533
23741,23741,16875
23742,23742,21687
23743,23743,1226
23744,23744,10402
23745,23745,5567
23746,23746,3807
23748,23748,23771
23749,23749,19683
23751,23751,18422
23752,23752,456
23753,23753,8940
23754,23754,16674
23755,23755,3189
23756,23756,24513
23759,23759,3706
23761,23761,4846
23763,23763,9967
23764,23764,18706
23765,23765,21089
23766,23766,3829
23767,23767,1369
23768,23768,7368
23770,23770,8129
23771,23771,3790
23772,23772,17447
23774,23774,11363
23775,23775,7702
23776,23776,18295
23778,23778,1201
23779,23779,24129
23780,23780,10822
23783,23783,10613
23784,23784,3669
23785,23785,1776
23786,23786,1317
23787,23787,23555
23788,23788,6591
23789,23789,20060
23790,23790,20199
23792,23792,21775
23793,23793,18242
23794,23794,16644
23795,23795,7607
23797,23797,20805
23798,23798,4516
23799,23799,1140
23801,23801,8155
23804,23804,14967
23806,23806,13375
23807,23807,14083
23808,23808,4956
23812,23812,8103
23813,23813,1418
23814,23814,9257
23815,23815,15884
23816,23816,19357
23817,23817,23665
23818,23818,3435
23819,23819,5229
23821,23821,15279
23822,23822,14753
23823,23823,7153
23824,23824,1240
23826,23826,21866
23827,23827,21107
23834,23834,23660
23835,23835,1291
23836,23836,5445
23838,23838,12922
23840,23840,9756
23841,23841,23972
23842,23842,15135
23843,23843,7261
23844,23844,10122
23845,23845,17436
23846,23846,22596
23847,23847,6460
23848,23848,15490
23849,23849,3552
23850,23850,14292
23851,23851,21879
23852,23852,22808
23853,23853,9231
23854,23854,15258
23855,23855,24991
23856,23856,14306
23857,23857,18793
23858,23858,17156
23859,23859,16959
23860,23860,6296
23861,23861,22200
23865,23865,7346
23866,23866,4213
23867,23867,3831
23868,23868,24343
23871,23871,3581
23872,23872,9168
23873,23873,16998
23875,23875,6485
23877,23877,9075
23878,23878,20847
23879,23879,21332
23880,23880,234
23881,23881,20762
23882,23882,15271
23883,23883,13748
23884,23884,1094
23885,23885,9092
23886,23886,11502
23889,23889,12961
23890,23890,12574
23891,23891,8514
23892,23892,1564
23894,23894,14328
23899,23899,13433
23902,23902,4590
23907,23907,5797
23912,23912,22223
23913,23913,21884
23914,23914,17700
23915,23915,13960
23916,23916,23680
23917,23917,9561
23918,23918,11433
23919,23919,24337
23920,23920,579
23923,23923,2315
23924,23924,10097
23925,23925,24125
23927,23927,17353
23928,23928,9223
23929,23929,4818
23930,23930,10960
23931,23931,5053
23932,23932,18553
23933,23933,18394
23934,23934,17057
23936,23936,10339
23937,23937,22425
23938,23938,11990
23939,23939,22278
23942,23942,16804
23943,23943,14881
23944,23944,18726
23946,23946,4855
23947,23947,1236
23949,23949,22114
23950,23950,19665
23951,23951,5072
23952,23952,8109
23955,23955,16024
23956,23956,864
23959,23959,16365
23961,23961,1029
23963,23963,22417
23965,23965,4453
23966,23966,10296
23968,23968,19456
23969,23969,20221
23970,23970,11191
23971,23971,9813
23972,23972,17445
23975,23975,17499
23977,23977,21810
23978,23978,24875
23980,23980,22869
23981,23981,8551
23982,23982,167
23985,23985,16177
23987,23987,4225
23988,23988,13946
23989,23989,16861
23990,23990,11232
23993,23993,16251
23994,23994,13167
23995,23995,10254
23996,23996,14238
23998,23998,5813
24004,24004,1930
24006,24006,23646
24007,24007,12936
24008,24008,17875
24009,24009,12299
24012,24012,15333
24014,24014,12971
24015,24015,11931
24016,24016,13625
24017,24017,21938
24018,24018,10520
24020,24020,1692
24021,24021,7452
24022,24022,17807
24023,24023,13519
24024,24024,6916
24026,24026,24834
24028,24028,10050
24029,24029,10168
24030,24030,9314
24034,24034,5857
24035,24035,21304
24037,24037,14264
24038,24038,5448
24039,24039,3909
24040,24040,13226
24041,24041,22233
24043,24043,17220
24044,24044,14865
24045,24045,2043
24046,24046,7465
24047,24047,17996
24048,24048,23998
24049,24049,14298
24050,24050,12821
24051,24051,5531
24053,24053,9050
24054,24054,17254
24055,24055,12402
24056,24056,12181
24057,24057,14598
24058,24058,6838
24059,24059,21131
24060,24060,19236
24061,24061,6796
24062,24062,998
24063,24063,19177
24064,24064,15238
24065,24065,24307
24067,24067,96
24068,24068,349
24069,24069,7224
24070,24070,19225
24072,24072,3763
24073,24073,10721
24074,24074,18425
24075,24075,3495
24077,24077,24476
24079,24079,3950
24080,24080,21326
24081,24081,4572
24083,24083,17726
24084,24084,7030
24085,24085,12495
24087,24087,13709
24088,24088,2143
24089,24089,21331
24090,24090,19891
24091,24091,2830
24096,24096,15206
24103,24103,2614
24105,24105,20965
24106,24106,13903
24107,24107,16701
24108,24108,21808
24109,24109,1354
24110,24110,11390
24111,24111,12653
24112,24112,1440
24113,24113,10793
24114,24114,18133
24115,24115,10918
24118,24118,7332
24119,24119,18528
24120,24120,11911
24121,24121,7273
24122,24122,4955
24123,24123,5507
24124,24124,17686
24125,24125,22105
24126,24126,3819
24127,24127,7355
24128,24128,10039
24131,24131,5282
24132,24132,7141
24133,24133,23428
24134,24134,11481
24135,24135,12205
24136,24136,11481
24139,24139,14655
24140,24140,9311
24142,24142,20034
24143,24143,15179
24144,24144,5750
24145,24145,1460
24146,24146,4610
24147,24147,11340
24148,24148,23619
24149,24149,22180
24150,24150,19735
24151,24151,19039
24152,24152,8263
24153,24153,672
24154,24154,21752
24155,24155,21189
24157,24157,3407
24158,24158,17498
24160,24160,19274
24162,24162,15966
24164,24164,20372
24165,24165,16368
24166,24166,980
24167,24167,9770
24168,24168,14082
24169,24169,14802
24170,24170,9459
24171,24171,1955
24172,24172,5689
24173,24173,7171
24174,24174,23373
24176,24176,18811
24177,24177,136
24178,24178,6348
24179,24179,6076
24180,24180,17352
24182,24182,10194
24183,24183,17733
24185,24185,21897
24188,24188,17647
24189,24189,20415
24190,24190,19704
24191,24191,10357
24192,24192,3469
24195,24195,9825
24196,24196,18335
24197,24197,5266
24198,24198,17988
24203,24203,13588
24205,24205,19232
24206,24206,14617
24207,24207,6306
24209,24209,11592
24213,24213,13908
24214,24214,157
24216,24216,15370
24217,24217,22036
24218,24218,6086
24219,24219,9862
24222,24222,4890
24223,24223,19747
24224,24224,22344
24225,24225,5090
24226,24226,22137
24227,24227,3119
24228,24228,21273
24231,24231,13040
24232,24232,13989
24233,24233,88
24234,24234,5266
24238,24238,15435
24240,24240,8418
24241,24241,8011
24242,24242,8281
24245,24245,24526
24247,24247,21405
24250,24250,13320
24251,24251,16278
24252,24252,14418
24253,24253,15497
24254,24254,676
24255,24255,19590
24257,24257,20017
24259,24259,20483
24260,24260,7427
24261,24261,17864
24262,24262,7899
24264,24264,16754
24265,24265,5937
24266,24266,1104
24267,24267,7521
24268,24268,2579
24270,24270,7846
24271,24271,14444
24272,24272,3007
24273,24273,21793
24276,24276,16571
24278,24278,13373
24279,24279,11389
24280,24280,1974
24281,24281,8897
24284,24284,19209
24285,24285,14174
24286,24286,3697
24288,24288,11086
24289,24289,999
24290,24290,5910
24291,24291,6932
24293,24293,6870
24294,24294,2297
24295,24295,18110
24296,24296,22282
24297,24297,19328
24298,24298,10365
24299,24299,11101
24300,24300,14087
24301,24301,8631
24302,24302,2979
24303,24303,11884
24304,24304,14827
24305,24305,22542
24307,24307,12972
24311,24311,12824
24312,24312,5376
24314,24314,5822
24316,24316,1696
24317,24317,12398
24319,24319,5481
24320,24320,20776
24321,24321,353
24322,24322,1403
24323,24323,9975
24325,24325,16059
24326,24326,10030
24327,24327,3581
24328,24328,21352
24329,24329,8204
24330,24330,21988
24331,24331,4528
24332,24332,6455
24333,24333,20358
24334,24334,1140
24335,24335,4695
24336,24336,20599
24337,24337,17306
24338,24338,18063
24339,24339,24812
24340,24340,6625
24341,24341,1670
24342,24342,9407
24344,24344,20891
24345,24345,1308
24347,24347,16760
24348,24348,14603
24349,24349,17326
24351,24351,18826
24353,24353,18470
24354,24354,19893
24355,24355,14795
24357,24357,20343
24359,24359,4159
24360,24360,14290
24361,24361,19350
24362,24362,2495
24364,24364,4227
24366,24366,5173
24367,24367,4047
24368,24368,8408
24371,24371,20925
24372,24372,15340
24373,24373,15479
24374,24374,10187
24375,24375,9370
24376,24376,2165
24378,24378,12676
24379,24379,3426
24382,24382,9367
24383,24383,3926
24384,24384,21922
24385,24385,21771
24386,24386,9138
24391,24391,21267
24392,24392,20968
24394,24394,18682
24395,24395,15609
24396,24396,24238
24400,24400,7438
24404,24404,17212
24405,24405,9509
24406,24406,20971
24408,24408,19004
24410,24410,15536
24413,24413,15863
24414,24414,18480
24415,24415,580
24417,24417,8877
24418,24418,3158
24419,24419,11328
24421,24421,3052
24422,24422,7206
24423,24423,19448
24424,24424,14760
24425,24425,6905
24426,24426,20115
24427,24427,15418
24429,24429,5977
24430,24430,32
24431,24431,9780
24432,24432,4188
24434,24434,21912
24436,24436,16657
24437,24437,10374
24440,24440,18634
24442,24442,6687
24443,24443,16248
24444,24444,16389
24445,24445,16084
24446,24446,2318
24448,24448,5577
24450,24450,16914
24451,24451,20586
24455,24455,4545
24457,24457,1460
24458,24458,8225
24459,24459,12522
24460,24460,2080
24461,24461,18699
24463,24463,18429
24464,24464,12379
24467,24467,2970
24468,24468,24925
24469,24469,15486
24472,24472,24884
24473,24473,15799
24474,24474,24827
24476,24476,7530
24478,24478,14318
24480,24480,3713
24481,24481,24120
24483,24483,19254
24484,24484,6157
24485,24485,6261
24486,24486,13301
24488,24488,7193
24491,24491,12118
24493,24493,7997
24494,24494,10002
24495,24495,4667
24496,24496,4706
24500,24500,23130
24502,24502,24379
24503,24503,20095
24504,24504,20292
24505,24505,7984
24506,24506,4011
24507,24507,23932
24508,24508,12299
24509,24509,9332
24510,24510,22735
24511,24511,20412
24513,24513,16450
24514,24514,9735
24516,24516,7909
24517,24517,8166
24518,24518,13311
24519,24519,204
24520,24520,22336
24521,24521,9332
24522,24522,1129
24523,24523,12443
24524,24524,16601
24525,24525,5311
24526,24526,5185
24528,24528,11240
24529,24529,7340
24532,24532,11444
24541,24541,18244
24543,24543,2399
24544,24544,22846
24545,24545,19557
24546,24546,5309
24547,24547,9193
24550,24550,16422
24551,24551,15218
24552,24552,18288
24553,24553,14467
24555,24555,10553
24556,24556,10101
24557,24557,14730
24558,24558,1444
24561,24561,15956
24562,24562,5808
24563,24563,24423
24564,24564,10096
24565,24565,806
24566,24566,17974
24567,24567,12427
24568,24568,7349
24569,24569,15093
24570,24570,6903
24571,24571,15616
24572,24572,22209
24574,24574,1777
24575,24575,3752
24579,24579,24744
24580,24580,23928
24581,24581,14836
24584,24584,8320
24585,24585,14151
24586,24586,5558
24587,24587,14549
24588,24588,10219
24589,24589,3428
24592,24592,14949
24594,24594,18411
24595,24595,905
24596,24596,15726
24599,24599,3846
24600,24600,6262
24602,24602,2259
24603,24603,22366
24604,24604,7048
24605,24605,11095
24608,24608,20233
24609,24609,19841
24614,24614,4765
24615,24615,3792
24616,24616,20939
24617,24617,13139
24622,24622,14639
24623,24623,9356
24625,24625,17996
24626,24626,10483
24627,24627,16989
24628,24628,4207
24629,24629,5080
24630,24630,20915
24631,24631,22580
24632,24632,4523
24633,24633,3105
24634,24634,24004
24635,24635,5905
24637,24637,3846
24638,24638,22072
24640,24640,16952
24641,24641,8491
24642,24642,16578
24643,24643,7148
24644,24644,5158
24645,24645,23297
24646,24646,22416
24647,24647,18890
24648,24648,9654
24650,24650,21670
24651,24651,20385
24652,24652,11097
24653,24653,24771
24654,24654,24403
24655,24655,5973
24657,24657,18816
24658,24658,12331
24659,24659,19431
24660,24660,482
24661,24661,19239
24662,24662,24208
24663,24663,7575
24664,24664,13655
24665,24665,13345
24666,24666,22285
24667,24667,18452
24674,24674,6497
24676,24676,23371
24677,24677,11777
24679,24679,2344
24682,24682,20921
24683,24683,9061
24685,24685,10763
24686,24686,22000
24687,24687,10474
24689,24689,19371
24691,24691,7277
24692,24692,685
24693,24693,23841
24696,24696,22334
24697,24697,6166
24698,24698,17916
24699,24699,16077
24702,24702,9676
24705,24705,2896
24706,24706,6197
24708,24708,19326
24710,24710,19628
24712,24712,11640
24713,24713,3199
24714,24714,16634
24721,24721,10772
24728,24728,24235
24729,24729,21081
24730,24730,8355
24732,24732,15778
24733,24733,9322
24734,24734,12151
24736,24736,14900
24737,24737,10905
24738,24738,19299
24739,24739,16574
24741,24741,254
24742,24742,1090
24744,24744,3983
24745,24745,1764
24747,24747,18521
24748,24748,10632
24749,24749,12117
24751,24751,2365
24752,24752,7713
24753,24753,23648
24754,24754,2014
24756,24756,22115
24758,24758,14626
24759,24759,14322
24760,24760,7813
24761,24761,20625
24762,24762,11970
24763,24763,17386
24765,24765,11323
24766,24766,2441
24767,24767,22372
24768,24768,8484
24769,24769,19786
24772,24772,18072
24773,24773,11966
24774,24774,8147
24775,24775,23147
24776,24776,18224
24778,24778,15479
24780,24780,21799
24781,24781,13254
24782,24782,13105
24783,24783,4815
24786,24786,2224
24787,24787,16252
24788,24788,19953
24789,24789,17684
24790,24790,7215
24792,24792,6006
24794,24794,19594
24799,24799,21884
24801,24801,11143
24802,24802,4311
24803,24803,19507
24804,24804,5532
24805,24805,12226
24806,24806,10739
24808,24808,24110
24809,24809,20523
24810,24810,5609
24811,24811,4965
24813,24813,11409
24814,24814,166
24815,24815,14766
24816,24816,2681
24817,24817,9634
24818,24818,6204
24819,24819,9270
24820,24820,9695
24822,24822,13312
24823,24823,12116
24824,24824,11454
24828,24828,14582
24829,24829,10313
24830,24830,10260
24831,24831,20413
24832,24832,23929
24833,24833,5792
24834,24834,24748
24837,24837,5390
24840,24840,23602
24842,24842,11712
24844,24844,2671
24845,24845,2453
24846,24846,15235
24847,24847,18501
24851,24851,19714
24852,24852,23462
24853,24853,21503
24856,24856,12250
24859,24859,160
24860,24860,15984
24862,24862,9123
24863,24863,21974
24864,24864,12677
24865,24865,16576
24866,24866,15330
24868,24868,5102
24869,24869,10626
24871,24871,20155
24875,24875,11458
24880,24880,13235
24882,24882,10344
24884,24884,13785
24885,24885,1262
24889,24889,12004
24892,24892,9404
24893,24893,958
24896,24896,16907
24901,24901,24001
24902,24902,7050
24903,24903,578
24904,24904,19424
24905,24905,8070
24906,24906,17675
24908,24908,4076
24910,24910,504
24911,24911,19347
24912,24912,23311
24913,24913,13517
24914,24914,7862
24917,24917,23997
24918,24918,2312
24920,24920,4691
24921,24921,1364
24922,24922,11418
24923,24923,5974
24925,24925,18894
24926,24926,16700
24927,24927,12783
24928,24928,20352
24929,24929,5784
24930,24930,17418
24931,24931,23744
24932,24932,24805
24935,24935,6256
24936,24936,7386
24938,24938,21493
24940,24940,4914
24941,24941,24184
24942,24942,21672
24943,24943,10578
24945,24945,19678
24946,24946,4322
24948,24948,22995
24950,24950,19506
24951,24951,3162
24952,24952,21504
24953,24953,22013
24956,24956,6536
24957,24957,5633
24958,24958,15956
24960,24960,4944
24961,24961,422
24963,24963,9540
24964,24964,9002
24965,24965,4257
24966,24966,1382
24967,24967,1603
24968,24968,22192
24971,24971,14178
24972,24972,2205
24974,24974,12175
24976,24976,24402
24977,24977,12231
24978,24978,3120
24979,24979,2243
24980,24980,6957
24982,24982,3083
24984,24984,2244
24985,24985,6273
24986,24986,19184
24987,24987,23677
24990,24990,16923
24991,24991,2744
24992,24992,10938
24993,24993,20851
24995,24995,314
24996,24996,8661
24999,24999,6910
25001,25001,12543
25003,25003,5970
25004,25004,15566
25005,25005,10029
25007,25007,972
25009,25009,23046
25010,25010,11013
25012,25012,5014
25013,25013,21230
25014,25014,7677
25015,25015,5862
25017,25017,18178
25019,25019,5942
25020,25020,4673
25023,25023,14396
25027,25027,2346
25028,25028,24263
25029,25029,4204
25030,25030,384
25031,25031,23135
25032,25032,20023
25033,25033,14923
25034,25034,11019
25036,25036,23163
25037,25037,22400
25038,25038,14557
25039,25039,8728
25040,25040,20015
25044,25044,17701
25045,25045,5400
25046,25046,12334
25047,25047,2727
25048,25048,23182
25049,25049,9063
25050,25050,14599
25052,25052,23947
25053,25053,22990
25054,25054,21447
25055,25055,10395
25056,25056,5575
25057,25057,2595
25058,25058,10814
25059,25059,19127
25060,25060,18077
25061,25061,10000
25062,25062,10359
25064,25064,15412
25065,25065,4119
25066,25066,7095
25067,25067,24882
25068,25068,6804
25069,25069,3669
25070,25070,11463
25071,25071,24364
25072,25072,22292
25073,25073,15243
25074,25074,6683
25076,25076,116
25077,25077,5602
25084,25084,10960
25085,25085,3701
25087,25087,7259
25090,25090,12936
25091,25091,11940
25092,25092,3894
25093,25093,8407
25095,25095,5292
25096,25096,18511
25097,25097,13217
25098,25098,15183
25099,25099,1873
25100,25100,18809
25101,25101,23255
25102,25102,4945
25104,25104,3950
25105,25105,13655
25107,25107,5305
25108,25108,24686
25110,25110,12850
25111,25111,9289
25119,25119,18696
25120,25120,11421
25124,25124,11550
25125,25125,4047
25126,25126,24693
25127,25127,18273
25129,25129,7049
25130,25130,9187
25136,25136,23760
25144,25144,23172
25145,25145,8006
25146,25146,23603
25147,25147,24056
25149,25149,19019
25162,25162,15500
25165,25165,19291
25166,25166,4710
25171,25171,11017
25172,25172,6337
25175,25175,11481
25177,25177,9230
25180,25180,16862
25181,25181,23487
25182,25182,753
25183,25183,19594
25184,25184,22512
25185,25185,20340
25186,25186,22163
25187,25187,2070
25188,25188,19130
25189,25189,11231
25191,25191,23145
25192,25192,2391
25193,25193,3683
25194,25194,5530
25199,25199,16699
25200,25200,8573
25201,25201,3133
25203,25203,17076
25204,25204,24384
25205,25205,20135
25209,25209,1064
25210,25210,16993
25211,25211,20447
25212,25212,263
25213,25213,24578
25215,25215,18368
25217,25217,22809
25219,25219,2959
25233,25233,21018
25242,25242,21618
25248,25248,24033
25249,25249,17023
25250,25250,8787
25251,25251,17413
25252,25252,22771
25253,25253,20347
25256,25256,18468
25257,25257,16321
25261,25261,18667
25262,25262,20813
25263,25263,22044
25264,25264,843
25267,25267,1868
25270,25270,8414
25271,25271,24026
25276,25276,16409
25277,25277,950
25278,25278,15979
25279,25279,816
25280,25280,13787
25287,25287,18115
25288,25288,22378
25290,25290,20308
25291,25291,1898
25292,25292,6908
25293,25293,22022
25297,25297,23690
25298,25298,19873
25299,25299,23102
25300,25300,5499
25301,25301,2348
25305,25305,13699
25306,25306,8861
25307,25307,23396
25308,25308,12986
25309,25309,8416
25311,25311,9023
25312,25312,6613
25313,25313,23768
25314,25314,794
25316,25316,13582
25318,25318,7917
25321,25321,23886
25322,25322,15714
25325,25325,24058
25329,25329,13367
25330,25330,17151
25332,25332,9501
25333,25333,13377
25334,25334,23240
25335,25335,22971
25336,25336,7012
25337,25337,22235
25338,25338,2482
25339,25339,17978
25340,25340,23430
25341,25341,15015
25342,25342,14494
25343,25343,14401
25344,25344,15957
25345,25345,10476
25346,25346,1719
25347,25347,20330
25348,25348,8628
25350,25350,15599
25351,25351,2899
25352,25352,6677
25353,25353,11923
25354,25354,18741
25355,25355,4077
25356,25356,19277
25357,25357,6965
25358,25358,896
25362,25362,15510
25363,25363,2495
25365,25365,4582
25366,25366,830
25367,25367,3857
25368,25368,17018
25369,25369,8639
25370,25370,13015
25374,25374,13857
25375,25375,18668
25378,25378,18629
25379,25379,17588
25380,25380,14823
25382,25382,13973
25383,25383,6737
25385,25385,24275
25386,25386,2950
25387,25387,4249
25388,25388,14087
25389,25389,4787
25391,25391,3631
25392,25392,8189
25393,25393,23110
25394,25394,7627
25397,25397,10077
25398,25398,22368
25400,25400,12545
25401,25401,3877
25402,25402,21003
25407,25407,3439
25408,25408,20688
25410,25410,1880
25411,25411,3654
25412,25412,5403
25413,25413,2462
25414,25414,16079
25415,25415,19829
25416,25416,20606
25417,25417,20718
25418,25418,8653
25419,25419,13493
25420,25420,24086
25421,25421,12285
25422,25422,7755
25423,25423,9708
25424,25424,22575
25425,25425,16314
25426,25426,2369
25427,25427,13395
25428,25428,15166
25429,25429,17582
25430,25430,10093
25431,25431,2256
25432,25432,10996
25433,25433,23612
25434,25434,10177
25435,25435,10748
25436,25436,21503
25437,25437,24095
25438,25438,4108
25439,25439,14996
25440,25440,10891
25442,25442,9500
25444,25444,139
25445,25445,403
25449,25449,19075
25452,25452,4516
25453,25453,23356
25454,25454,4722
25455,25455,14127
25456,25456,18116
25457,25457,13255
25459,25459,1274
25461,25461,3987
25463,25463,21373
25464,25464,18627
25465,25465,6927
25472,25472,17840
25476,25476,12228
25478,25478,4963
25479,25479,12908
25481,25481,12637
25482,25482,23094
25484,25484,7550
25486,25486,9273
25487,25487,14028
25488,25488,3179
25491,25491,3891
25495,25495,20481
25496,25496,12
25497,25497,12279
25498,25498,105
25499,25499,6133
25500,25500,3183
25503,25503,6583
25505,25505,18255
25506,25506,3378
25507,25507,1085
25508,25508,148
25509,25509,3400
25510,25510,16464
25511,25511,24433
25512,25512,10612
25514,25514,20687
25515,25515,4673
25516,25516,18218
25517,25517,6279
25519,25519,20353
25520,25520,8216
25522,25522,20072
25525,25525,20808
25527,25527,13080
25528,25528,8367
25529,25529,5601
25530,25530,16241
25532,25532,18375
25533,25533,5246
25540,25540,5617
25545,25545,10421
25548,25548,5130
25549,25549,22168
25550,25550,23598
25551,25551,9206
25552,25552,14441
25553,25553,24495
25554,25554,20367
25555,25555,12216
25556,25556,1847
25557,25557,21488
25558,25558,10091
25559,25559,1567
25560,25560,22810
25561,25561,9139
25562,25562,16268
25565,25565,6213
25569,25569,22438
25573,25573,8575
25574,25574,5433
25575,25575,14377
25576,25576,5548
25577,25577,24070
25579,25579,11284
25580,25580,21774
25581,25581,24373
25584,25584,15615
25585,25585,4062
25586,25586,13716
25588,25588,8537
25590,25590,9134
25595,25595,850
25600,25600,9769
25601,25601,5272
25605,25605,95
25606,25606,3974
25607,25607,2420
25608,25608,16234
25609,25609,6516
25610,25610,4974
25611,25611,331
25612,25612,17114
25613,25613,3920
25614,25614,16965
25615,25615,5355
25616,25616,6178
25617,25617,20770
25621,25621,19224
25622,25622,2420
25624,25624,9472
25626,25626,14376
25628,25628,19589
25629,25629,18652
25630,25630,24849
25631,25631,11038
25639,25639,10250
25640,25640,8997
25641,25641,18303
25643,25643,5036
25644,25644,6706
25647,25647,4654
25648,25648,19184
25649,25649,6587
25650,25650,10097
25653,25653,10156
25658,25658,3013
25659,25659,6957
25664,25664,3987
25669,25669,16047
25671,25671,20997
25672,25672,18503
25675,25675,5283
25676,25676,1627
25677,25677,18707
25679,25679,2991
25680,25680,21382
25682,25682,12146
25684,25684,22000
25687,25687,7593
25690,25690,18241
25691,25691,4164
25692,25692,10391
25693,25693,5581
25697,25697,10731
